Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s37_e147_RES72757 & s37_e147_RES76522,C,573,1.75,33,12.5,15,6,1.7,s37_e147_RES72757,1193,-36.4808,147.6622,37,12.8,45.4,2203,6.46,2.0,s37_e147_RES76522,620,-36.4964,147.6308,53,12.5,53.1,273,1.11,11.3,90,166
s37_e147_RES77218 & s37_e147_RES75469,C,582,7.54,8,12.6,15,6,3.5,s37_e147_RES77218,1152,-36.4994,147.9294,59,12.6,39.9,2241,2.38,5.3,s37_e147_RES75469,570,-36.4914,147.8308,68,12.9,40.8,594,1.27,10.1,127,118
s17_e145_RES3670 & s17_e145_RES4191,C,500,2.75,18,13.8,15,6,2.7,s17_e145_RES3670,881,-16.3522,145.0558,45,14.5,72.7,1115,4.57,3.2,s17_e145_RES4191,381,-16.3675,145.0833,208,13.8,18.2,1094,0.7,19.7,253,59
s17_e145_RES3073 & s17_e145_RES4049,C,525,2.11,25,13.6,15,6,2.1,s17_e145_RES3073,935,-16.335,145.0464,52,13.9,49.1,1910,4.53,3.1,s17_e145_RES4049,410,-16.3633,145.0228,111,13.6,29.1,1484,1.92,7.1,163,92
s17_e145_RES7533 & s17_e145_RES6902,C,361,4.37,8,19.9,15,6,9.6,s17_e145_RES7533,381,-16.5775,145.4058,230,19.9,14.0,1775,0.56,35.7,s17_e145_RES6902,20,-16.4933,145.3956,304,20.4,13.4,4290,1.55,13.1,534,28
s17_e145_RES7322 & s17_e145_RES6925,C,390,4.42,9,18.3,15,6,7.2,s17_e145_RES7322,410,-16.5619,145.3731,138,18.6,22.5,2493,1.55,12.0,s17_e145_RES6925,20,-16.4967,145.375,190,18.3,17.7,3346,1.04,17.7,328,45
s18_e144_RES9361 & s18_e144_RES11141,C,411,3.55,12,17.0,15,6,7.0,s18_e144_RES9361,801,-17.1272,144.89,133,17.0,37.6,1684,1.87,9.1,s18_e144_RES11141,390,-17.1508,144.8386,237,17.7,20.5,510,0.57,31.0,370,40
s18_e144_RES8890 & s18_e144_RES12939,C,370,3.83,10,19.5,15,6,5.0,s18_e144_RES8890,740,-17.1203,144.8556,88,19.5,50.3,1241,3.22,6.1,s18_e144_RES12939,370,-17.1717,144.805,275,20.4,19.6,873,0.71,28.7,363,41
s18_e125_RES6593 & s18_e125_RES8259,C,280,2.92,10,25.2,15,6,9.3,s18_e125_RES6593,500,-17.31,125.905,324,25.2,23.5,5648,2.29,11.0,s18_e125_RES8259,220,-17.3611,125.8856,1425,31.6,4.4,8641,0.51,61.8,1749,8
s38_e149_RES16120 & s38_e149_RES23078,C,580,5.54,10,12.2,15,6,4.0,s38_e149_RES16120,901,-37.2172,149.1753,65,12.2,33.4,2255,2.77,4.4,s38_e149_RES23078,321,-37.2994,149.1433,133,12.3,11.7,991,0.31,39.6,198,75
s38_e149_RES25351 & s38_e149_RES29707,C,471,3.42,14,15.4,15,6,3.6,s38_e149_RES25351,693,-37.3267,149.0142,65,15.4,56.9,887,2.94,5.2,s38_e149_RES29707,222,-37.3831,149.0144,103,15.9,30.2,793,1.36,11.7,168,89
s38_e149_RES34113 & s38_e149_RES38573,C,430,5.6,8,15.9,15,6,10.3,s38_e149_RES34113,540,-37.4411,149.1069,116,16.7,33.1,714,0.8,20.9,s38_e149_RES38573,110,-37.5056,149.1633,366,15.9,7.9,3667,0.79,20.2,482,31
s38_e149_RES23723 & s38_e149_RES27547,C,461,3.67,13,16.1,15,6,3.5,s38_e149_RES23723,721,-37.3072,149.0294,53,16.1,57.3,598,2.86,5.6,s38_e149_RES27547,260,-37.3556,149.0297,110,16.3,39.6,985,1.82,9.0,163,92
s38_e149_RES15176 & s38_e149_RES18846,C,460,4.55,10,16.0,15,6,4.0,s38_e149_RES15176,890,-37.2072,149.0531,111,16.1,41.7,1078,2.64,6.1,s38_e149_RES18846,430,-37.2475,149.1186,98,16.0,41.6,450,1.35,11.8,209,71
s38_e149_RES16119 & s38_e149_RES21028,C,530,8.08,7,13.7,15,6,5.5,s38_e149_RES16119,900,-37.2172,149.0361,85,13.8,39.4,1041,1.74,7.9,s38_e149_RES21028,370,-37.2753,149.1231,90,13.7,36.0,314,0.76,18.0,175,85
s38_e149_RES23672 & s38_e149_RES27095,C,562,3.25,17,12.8,15,6,1.9,s38_e149_RES23672,862,-37.3067,149.0072,45,12.8,66.3,1700,4.45,2.9,s38_e149_RES27095,300,-37.3494,149.0225,47,13.3,61.4,437,2.4,5.5,92,163
s38_e149_RES12427 & s38_e149_RES15703,C,411,4.19,10,16.8,15,6,4.7,s38_e149_RES12427,821,-37.1761,149.2433,121,16.8,35.4,2988,2.23,7.6,s38_e149_RES15703,410,-37.2119,149.3064,125,17.3,33.9,1041,1.42,12.2,246,60
s38_e149_RES12838 & s38_e149_RES18485,C,540,4.15,13,13.2,15,6,2.3,s38_e149_RES12838,940,-37.1819,149.1303,54,13.2,50.8,1237,3.49,3.8,s38_e149_RES18485,400,-37.2433,149.1469,87,13.2,36.9,941,2.15,6.1,141,106
s24_e132_RES13715 & s24_e132_RES13318,C,373,1.17,32,18.9,15,6,3.0,s24_e132_RES13715,1143,-23.5944,132.0067,76,19.4,60.4,2022,4.66,4.2,s24_e132_RES13318,770,-23.5792,132.0258,148,18.9,32.3,628,1.66,11.4,224,66
s19_e146_RES3724 & s19_e146_RES2667,C,790,10.04,8,8.8,15,6,4.3,s19_e146_RES3724,800,-18.9389,146.1122,85,8.8,24.0,1109,1.24,7.1,s19_e146_RES2667,10,-18.8564,146.2114,212,9.1,9.6,6229,0.85,10.6,297,50
s19_e146_RES3546 & s19_e146_RES2148,C,660,9.11,7,10.3,15,6,6.5,s19_e146_RES3546,710,-18.9264,146.0594,107,10.9,21.7,1251,0.84,13.0,s19_e146_RES2148,50,-18.8197,146.0864,204,10.3,10.8,4399,0.8,12.9,311,48
s19_e146_RES3906 & s19_e146_RES3059,C,800,8.2,10,8.8,15,6,2.3,s19_e146_RES3906,830,-18.9511,146.1161,49,8.8,56.3,1286,2.48,3.6,s19_e146_RES3059,30,-18.8819,146.1769,121,8.9,14.5,4394,1.39,6.4,170,88
s19_e146_RES3429 & s19_e146_RES2227,C,589,6.8,9,12.2,15,6,3.2,s19_e146_RES3429,720,-18.9133,146.0008,108,12.5,30.1,1723,2.0,6.2,s19_e146_RES2227,131,-18.8306,146.0022,108,12.2,26.4,1377,1.85,6.6,216,69
s19_e146_RES3842 & s19_e146_RES2889,C,721,10.6,7,9.6,15,6,4.3,s19_e146_RES3842,741,-18.9475,146.0947,62,10.1,31.6,1000,1.38,7.4,s19_e146_RES2889,20,-18.8706,146.1961,183,9.6,10.9,5373,0.93,10.3,245,61
s19_e146_RES3299 & s19_e146_RES2241,C,601,7.78,8,11.8,15,6,3.5,s19_e146_RES3299,682,-18.9028,146.0222,80,12.0,40.1,891,1.87,6.4,s19_e146_RES2241,81,-18.8317,146.0508,136,11.8,16.1,2641,1.52,7.7,216,69
s19_e146_RES4115 & s19_e146_RES2676,C,650,11.15,6,10.7,15,6,5.7,s19_e146_RES4115,670,-18.9653,146.0947,88,11.2,22.4,305,0.29,38.7,s19_e146_RES2676,20,-18.8572,146.1764,164,10.7,13.3,4998,1.6,6.7,252,59
s19_e145_RES27711 & s19_e145_RES22869,C,659,7.16,9,10.4,15,6,5.2,s19_e145_RES27711,750,-18.8711,145.9356,107,10.8,20.9,807,0.61,17.7,s19_e145_RES22869,91,-18.7956,145.9603,96,10.4,22.9,2098,1.43,7.3,203,73
s19_e145_RES29032 & s19_e146_RES2405,C,589,6.03,10,12.1,15,6,4.3,s19_e145_RES29032,730,-18.8978,145.9825,148,12.1,20.4,1162,0.62,19.7,s19_e146_RES2405,141,-18.8425,146.0294,65,12.1,36.5,2111,2.21,5.5,213,70
s19_e145_RES27581 & s19_e145_RES24384,C,507,2.81,18,14.0,15,6,3.0,s19_e145_RES27581,710,-18.8689,145.9222,125,14.2,34.5,968,1.18,12.1,s19_e145_RES24384,203,-18.8206,145.9333,56,14.0,53.9,1140,3.54,4.0,181,82
s19_e145_RES25371 & s19_e145_RES22578,C,572,5.25,11,12.3,15,6,3.9,s19_e145_RES25371,662,-18.835,145.9086,148,12.6,21.0,2363,1.17,10.8,s19_e145_RES22578,90,-18.7897,145.9489,87,12.3,25.3,2431,2.03,6.1,235,63
s19_e145_RES27557 & s19_e145_RES25170,C,580,2.61,22,12.2,15,6,2.3,s19_e145_RES27557,750,-18.8683,145.9722,91,12.3,35.9,2410,2.13,5.8,s19_e145_RES25170,170,-18.8325,145.9769,52,12.2,56.0,1460,3.24,3.8,143,104
s19_e145_RES26617 & s19_e145_RES24528,C,540,3.15,17,13.0,15,6,2.5,s19_e145_RES26617,690,-18.8517,145.9403,78,13.0,36.5,997,1.96,6.7,s19_e145_RES24528,150,-18.8225,145.9717,58,13.1,45.4,1432,3.3,4.0,136,110
s19_e145_RES30227 & s19_e146_RES2241,C,620,9.88,6,11.1,15,6,6.4,s19_e145_RES30227,701,-18.9225,145.9697,194,11.1,13.4,723,0.36,31.4,s19_e146_RES2241,81,-18.8317,146.0508,127,11.3,15.9,2551,1.41,8.1,321,46
s19_e145_RES23131 & s19_e145_RES18532,C,610,9.5,6,11.3,15,6,6.3,s19_e145_RES23131,660,-18.8003,145.8486,100,11.3,27.0,1017,1.35,8.4,s19_e145_RES18532,50,-18.7119,145.9342,275,11.3,8.4,4477,0.43,26.3,375,40
s19_e145_RES28575 & s19_e145_RES22871,C,641,8.54,8,11.0,15,6,3.3,s19_e145_RES28575,721,-18.8883,145.9283,101,11.0,24.6,1073,0.91,12.1,s19_e145_RES22871,80,-18.7956,145.9747,117,11.0,20.7,4086,2.47,4.5,218,68
s19_e145_RES23287 & s19_e145_RES19500,C,569,6.38,9,12.3,15,6,3.2,s19_e145_RES23287,620,-18.8036,145.9008,63,12.6,37.8,1977,2.71,4.6,s19_e145_RES19500,51,-18.735,145.94,227,12.3,12.3,7289,1.23,10.0,290,51
s19_e145_RES24070 & s19_e145_RES18521,C,610,9.14,7,12.0,15,6,4.6,s19_e145_RES24070,650,-18.8156,145.8944,92,12.0,30.0,4693,2.28,5.2,s19_e145_RES18521,40,-18.7117,145.9622,296,14.3,8.4,2357,0.35,40.3,388,38
s38_e148_RES18174 & s38_e148_RES22522,C,602,3.52,17,11.9,15,6,2.6,s38_e148_RES18174,1063,-37.2194,148.0228,52,11.9,43.3,2168,3.58,3.3,s38_e148_RES22522,461,-37.2717,148.0583,71,12.2,41.9,430,1.03,11.8,123,121
s38_e148_RES53718 & s38_e148_RES58752,C,440,4.24,10,16.7,15,6,6.0,s38_e148_RES53718,610,-37.5569,148.7067,62,16.7,45.4,873,2.28,7.3,s38_e148_RES58752,170,-37.6114,148.6747,108,16.9,27.8,307,0.49,34.2,170,88
s38_e148_RES18924 & s38_e148_RES20548,C,518,1.28,40,14.0,15,6,2.3,s38_e148_RES18924,1072,-37.2275,148.0103,55,14.0,57.4,2317,4.48,3.1,s38_e148_RES20548,554,-37.2461,148.0308,51,14.4,57.1,320,1.65,8.7,106,141
s38_e148_RES8306 & s38_e148_RES10618,C,678,6.73,10,10.7,15,6,2.9,s38_e148_RES8306,1260,-37.1089,148.0531,64,10.7,41.5,789,1.1,9.8,s38_e148_RES10618,582,-37.1342,148.1397,41,10.7,58.1,654,2.54,4.2,105,142
s38_e148_RES29170 & s38_e148_RES34662,C,421,4.28,10,16.8,15,6,6.7,s38_e148_RES29170,651,-37.3392,148.6333,77,17.3,50.9,1434,2.38,7.3,s38_e148_RES34662,230,-37.3833,148.6742,170,16.8,12.9,468,0.2,84.9,247,60
s38_e148_RES22309 & s38_e148_RES25926,C,389,2.17,18,18.2,15,6,4.2,s38_e148_RES22309,800,-37.2692,148.0872,119,18.4,55.4,1411,2.38,7.8,s38_e148_RES25926,411,-37.3069,148.0575,114,18.2,32.9,1022,1.99,9.2,233,64
s38_e148_RES13207 & s38_e148_RES20901,C,700,9.17,8,10.3,15,6,3.8,s38_e148_RES13207,1210,-37.1678,148.0008,71,10.3,32.7,1806,1.39,7.4,s38_e148_RES20901,510,-37.2514,148.0381,55,10.7,37.9,549,1.34,8.0,126,119
s38_e148_RES27811 & s38_e148_RES36088,C,700,7.01,10,10.1,15,6,2.2,s38_e148_RES27811,940,-37.3258,148.8658,38,10.1,52.5,986,2.3,4.4,s38_e148_RES36088,240,-37.3939,148.885,53,10.2,37.9,1452,2.38,4.3,91,164
s38_e148_RES9248 & s38_e148_RES12286,C,798,8.93,9,8.9,15,6,2.0,s38_e148_RES9248,1310,-37.1197,148.0183,59,8.9,37.1,1609,1.35,6.6,s38_e148_RES12286,512,-37.1572,148.1272,28,9.1,63.8,610,3.09,2.9,87,172
s38_e148_RES27261 & s38_e148_RES31682,C,461,3.36,14,15.5,15,6,3.1,s38_e148_RES27261,711,-37.3208,148.1097,79,15.5,53.2,3496,4.43,3.5,s38_e148_RES31682,250,-37.3606,148.1572,109,16.0,33.5,271,0.67,23.7,188,79
s38_e148_RES28142 & s38_e148_RES37659,C,799,8.13,10,9.0,15,6,1.7,s38_e148_RES28142,1010,-37.3289,148.8475,36,9.0,53.2,762,3.44,2.6,s38_e148_RES37659,211,-37.4053,148.8903,47,9.0,35.9,801,1.95,4.6,83,180
s38_e148_RES22439 & s38_e149_RES29707,C,771,12.86,6,9.6,15,6,4.2,s38_e148_RES22439,993,-37.2703,148.9233,57,9.6,36.5,1022,1.51,6.3,s38_e149_RES29707,222,-37.3831,149.0144,75,9.6,23.5,744,0.75,12.8,132,113
s28_e152_RES7488 & s28_e152_RES9496,C,432,2.2,20,16.4,15,6,4.2,s28_e152_RES7488,532,-27.1025,152.6739,91,16.4,37.4,1651,3.54,4.6,s28_e152_RES9496,100,-27.1286,152.6486,172,17.3,18.4,690,0.39,44.2,263,57
s28_e152_RES4795 & s28_e152_RES9052,C,401,5.84,7,18.0,15,6,14.2,s28_e152_RES4795,441,-27.0606,152.7778,143,18.2,18.7,1778,0.71,25.8,s28_e152_RES9052,40,-27.1228,152.8544,217,18.0,18.8,1091,0.56,31.8,360,41
s28_e152_RES70991 & s28_e152_RES66573,C,461,3.29,14,15.7,15,6,3.2,s28_e152_RES70991,811,-27.9375,152.2617,53,15.7,68.4,561,3.35,4.7,s28_e152_RES66573,350,-27.8947,152.2525,106,16.0,33.3,743,1.58,10.1,159,94
s28_e152_RES63163 & s28_e152_RES59555,C,591,4.11,14,12.2,15,6,2.1,s28_e152_RES63163,801,-27.8608,152.3017,50,12.2,68.3,756,4.25,2.9,s28_e152_RES59555,210,-27.8219,152.3489,101,12.2,30.7,913,1.66,7.3,151,99
s28_e152_RES26725 & s28_e152_RES27299,C,423,4.3,10,17.5,15,6,4.9,s28_e152_RES26725,623,-27.3531,152.1714,91,17.5,39.9,1539,2.65,6.6,s28_e152_RES27299,200,-27.3617,152.2378,124,17.5,29.4,675,0.94,18.6,215,69
s28_e152_RES6506 & s28_e152_RES11529,C,370,4.28,9,19.3,15,6,7.5,s28_e152_RES6506,460,-27.0878,152.765,117,20.4,30.4,1305,1.53,13.3,s28_e152_RES11529,90,-27.1575,152.7728,175,19.3,23.9,861,1.12,17.2,292,51
s28_e152_RES25025 & s28_e152_RES21620,C,281,3.26,9,25.5,15,6,10.6,s28_e152_RES25025,692,-27.3306,152.0786,271,25.5,15.7,2826,0.68,37.4,s28_e152_RES21620,411,-27.2856,152.1222,279,25.9,48.3,439,1.76,14.7,550,27
s28_e152_RES23605 & s28_e152_RES19939,C,270,3.55,8,26.0,15,6,13.5,s28_e152_RES23605,540,-27.3133,152.1669,137,26.9,35.9,1118,1.71,15.8,s28_e152_RES19939,270,-27.2644,152.2083,545,26.0,16.1,854,0.28,94.1,682,21
s23_e116_RES25204 & s23_e116_RES24032,C,240,1.3,18,29.8,15,6,11.1,s23_e116_RES25204,560,-22.4867,116.69,157,29.8,34.2,2421,2.23,13.4,s23_e116_RES24032,320,-22.4608,116.6514,265,29.8,23.4,352,0.46,65.1,422,35
s36_e148_RES43288 & s36_e148_RES41275,C,641,7.82,8,11.0,15,6,5.9,s36_e148_RES43288,991,-35.3644,148.5142,74,11.0,44.3,538,1.46,7.6,s36_e148_RES41275,350,-35.3489,148.3992,114,11.5,23.0,325,0.42,27.1,188,79
s36_e148_RES62277 & s36_e148_RES59884,C,690,7.22,10,10.2,15,6,3.8,s36_e148_RES62277,1210,-35.665,148.1831,116,10.9,21.7,1264,0.68,16.0,s36_e148_RES59884,520,-35.6061,148.2567,49,10.2,46.0,791,2.06,4.9,165,90
s36_e148_RES68430 & s36_e148_RES71388,C,421,3.48,12,16.7,15,6,6.5,s36_e148_RES68430,1041,-35.7961,148.1378,127,16.7,36.5,1959,2.16,7.7,s36_e148_RES71388,620,-35.8378,148.0506,267,17.4,15.1,940,0.42,41.6,394,38
s36_e148_RES72705 & s36_e148_RES75282,C,469,5.65,8,15.2,15,6,7.0,s36_e148_RES72705,1020,-35.8547,148.2586,141,15.6,21.3,732,0.49,32.0,s36_e148_RES75282,551,-35.8939,148.1742,118,15.2,31.3,1387,1.7,8.9,259,57
s36_e148_RES33790 & s36_e148_RES32328,C,490,5.1,10,14.4,15,6,4.2,s36_e148_RES33790,820,-35.2781,148.4022,82,14.7,40.5,1323,2.51,5.9,s36_e148_RES32328,330,-35.2656,148.3197,118,14.4,28.2,819,0.98,14.8,200,75
s36_e148_RES61547 & s36_e148_RES62948,C,501,7.12,7,14.5,15,6,8.2,s36_e148_RES61547,1231,-35.6439,148.1525,113,14.8,19.3,922,0.55,27.0,s36_e148_RES62948,730,-35.6856,148.0544,96,14.5,35.4,677,1.23,11.8,209,71
s36_e148_RES63580 & s36_e148_RES63877,C,520,4.45,12,13.8,15,6,3.3,s36_e148_RES63580,1210,-35.705,148.1106,71,13.8,42.2,2002,3.22,4.3,s36_e148_RES63877,690,-35.7131,148.0456,107,14.0,32.1,860,1.03,13.5,178,84
s36_e148_RES61779 & s36_e148_RES60096,C,790,7.52,11,9.0,15,6,2.0,s36_e148_RES61779,1180,-35.6508,148.2003,55,9.2,40.3,1333,2.16,4.3,s36_e148_RES60096,390,-35.6108,148.2825,54,9.0,41.4,948,2.4,3.8,109,137
s36_e148_RES66140 & s36_e148_RES68368,C,460,4.66,10,15.9,15,6,4.3,s36_e148_RES66140,1121,-35.7567,148.1658,105,15.9,31.8,1228,1.3,12.3,s36_e148_RES68368,661,-35.7953,148.0925,108,15.9,29.7,1307,2.4,6.6,213,70
s36_e148_RES18604 & s36_e148_RES13371,C,570,7.36,8,12.2,15,6,4.0,s36_e148_RES18604,930,-35.1464,148.5956,60,12.6,50.6,1341,3.0,4.2,s36_e148_RES13371,360,-35.1092,148.6808,254,12.2,12.0,494,0.13,91.2,314,47
s36_e148_RES70297 & s36_e148_RES75593,C,460,6.26,7,15.2,15,6,6.3,s36_e148_RES70297,920,-35.8231,148.1469,120,15.8,19.6,1045,0.53,29.8,s36_e148_RES75593,460,-35.8978,148.1253,120,15.2,33.1,1029,1.92,7.9,240,62
s36_e148_RES8733 & s36_e148_RES5245,C,379,3.77,10,18.6,15,6,5.7,s36_e148_RES8733,780,-35.0714,148.5428,240,19.1,13.5,1154,0.52,36.9,s36_e148_RES5245,401,-35.045,148.5994,84,18.6,45.4,960,2.75,6.8,324,46
s36_e148_RES58354 & s36_e148_RES55734,C,329,3.57,9,22.6,15,6,7.6,s36_e148_RES58354,980,-35.5761,148.1633,158,22.6,30.8,1195,1.01,22.3,s36_e148_RES55734,651,-35.5267,148.1867,119,22.7,54.5,844,1.97,11.6,277,54
s36_e148_RES64173 & s36_e148_RES65843,C,562,4.53,12,12.8,15,6,2.5,s36_e148_RES64173,1212,-35.7214,148.0886,56,12.8,37.6,3069,4.38,2.9,s36_e148_RES65843,650,-35.7514,148.0203,145,12.8,16.8,1039,0.74,17.3,201,74
s36_e148_RES61197 & s36_e147_RES35130,C,380,4.73,8,18.3,15,6,6.8,s36_e148_RES61197,800,-35.6344,148.0017,140,18.8,28.3,1324,1.67,11.2,s36_e147_RES35130,420,-35.6014,147.9389,164,18.3,27.2,986,1.05,17.5,304,49
s36_e148_RES61616 & s36_e148_RES59823,C,671,6.09,11,10.9,15,6,1.9,s36_e148_RES61616,1071,-35.6458,148.2189,77,11.1,21.2,623,0.61,18.2,s36_e148_RES59823,400,-35.605,148.2778,37,10.9,54.2,1500,4.99,2.2,114,131
s36_e148_RES56526 & s36_e148_RES52662,C,500,7.89,6,13.9,15,6,6.0,s36_e148_RES56526,880,-35.5458,148.1242,125,14.7,20.2,347,0.22,66.0,s36_e148_RES52662,380,-35.4714,148.1967,93,13.9,34.2,949,2.11,6.6,218,68
s29_e151_RES47380 & s29_e151_RES50286,C,550,5.41,10,12.9,15,6,3.2,s29_e151_RES47380,960,-28.9061,151.6836,56,13.0,44.1,1961,3.45,3.8,s29_e151_RES50286,410,-28.9408,151.61,119,12.9,27.3,598,0.55,23.3,175,85
s35_e149_RES30820 & s35_e150_RES12179,C,517,2.69,19,13.8,15,6,3.3,s35_e149_RES30820,780,-34.3169,149.9981,81,13.8,57.4,1015,2.01,6.9,s35_e150_RES12179,263,-34.3044,150.0558,59,14.2,56.5,405,2.27,6.2,140,107
s35_e149_RES15686 & s35_e149_RES11961,C,290,2.77,10,25.3,15,6,13.5,s35_e149_RES15686,870,-34.1636,149.5739,285,25.3,19.9,3839,1.14,22.1,s35_e149_RES11961,580,-34.1289,149.62,166,25.7,32.6,426,0.73,35.0,451,33
s35_e149_RES31757 & s35_e150_RES9702,C,549,6.7,8,13.0,15,6,4.2,s35_e149_RES31757,761,-34.3272,149.9961,42,13.2,67.3,447,3.01,4.4,s35_e150_RES9702,212,-34.2661,150.095,151,13.0,18.3,231,0.13,97.5,193,77
s35_e149_RES38491 & s35_e150_RES15957,C,451,6.35,7,15.9,15,6,8.7,s35_e149_RES38491,781,-34.4003,149.9556,104,15.9,32.8,1454,0.97,16.3,s35_e150_RES15957,330,-34.3569,150.0333,92,16.4,39.3,282,0.88,18.6,196,76
s35_e149_RES40648 & s35_e150_RES25494,C,322,4.72,7,22.1,15,6,11.4,s35_e149_RES40648,702,-34.4269,149.9983,191,22.1,27.4,1145,1.01,21.8,s35_e150_RES25494,380,-34.4633,150.0606,122,22.8,52.6,189,0.96,23.7,313,47
s29_e153_RES7580 & s29_e153_RES5517,C,341,2.69,13,21.1,15,6,6.0,s29_e153_RES7580,531,-28.1422,153.1828,122,21.4,40.5,1307,2.2,9.7,s29_e153_RES5517,190,-28.1036,153.1447,148,21.1,32.2,772,1.37,15.4,270,55
s26_e151_RES6945 & s26_e151_RES4219,C,340,2.16,16,21.5,15,6,8.7,s26_e151_RES6945,490,-25.11,151.7228,143,21.5,33.3,2566,2.02,10.6,s26_e151_RES4219,150,-25.0689,151.7539,201,21.6,28.9,269,0.44,49.4,344,43
s34_e150_RES25747 & s34_e150_RES22528,C,392,3.68,11,18.2,15,6,8.7,s34_e150_RES25747,1072,-33.7,150.0214,176,18.5,26.6,283,0.41,45.6,s34_e150_RES22528,680,-33.6525,150.0906,114,18.2,37.1,859,1.69,10.8,290,51
s34_e150_RES24465 & s34_e150_RES24730,C,501,3.49,14,14.4,15,6,3.2,s34_e150_RES24465,1111,-33.6819,150.0472,66,14.4,40.2,2056,2.89,5.0,s34_e150_RES24730,610,-33.6858,150.1097,72,14.7,40.3,694,1.67,8.8,138,108
s34_e150_RES24944 & s34_e150_RES24032,C,544,5.4,10,12.9,15,6,3.5,s34_e150_RES24944,1110,-33.6883,150.0483,64,13.2,31.0,2309,2.73,4.8,s34_e150_RES24032,566,-33.6756,150.1419,89,12.9,34.7,391,1.0,12.9,153,98
s34_e150_RES28767 & s34_e150_RES26163,C,550,7.31,8,13.2,15,6,5.0,s34_e150_RES28767,1080,-33.7439,150.0644,72,13.2,50.2,617,2.07,6.4,s34_e150_RES26163,530,-33.7056,150.1564,101,13.3,30.1,334,0.6,22.2,173,86
s34_e150_RES6655 & s34_e150_RES5508,C,349,3.67,10,20.2,15,6,8.1,s34_e150_RES6655,1010,-33.3225,150.1583,126,21.2,31.4,392,0.75,28.4,s34_e150_RES5508,661,-33.2778,150.1275,166,20.2,34.5,1757,1.79,11.3,292,51
s34_e150_RES26372 & s34_e150_RES25305,C,610,10.87,6,11.8,15,6,6.8,s34_e150_RES26372,1110,-33.7086,150.0319,72,11.8,34.4,1023,1.54,7.6,s34_e150_RES25305,500,-33.6931,150.1806,167,12.3,12.1,468,0.19,63.5,239,62
s34_e150_RES26458 & s34_e150_RES28427,C,350,3.56,10,20.6,15,6,5.3,s34_e150_RES26458,640,-33.7097,150.2386,209,21.4,28.9,776,1.15,18.6,s34_e150_RES28427,290,-33.7386,150.1853,71,20.6,70.4,514,2.76,7.5,280,53
s32_e151_RES45014 & s32_e151_RES36301,C,580,4.32,13,12.6,15,6,3.7,s32_e151_RES45014,1120,-31.3847,151.2461,68,12.6,69.0,634,3.01,4.2,s32_e151_RES36301,540,-31.3211,151.2531,142,12.8,19.2,700,0.44,29.0,210,71
s32_e151_RES979 & s31_e151_RES76079,C,800,8.17,10,9.2,15,6,3.4,s32_e151_RES979,1220,-31.0108,151.8336,160,9.2,10.3,2117,0.45,20.6,s31_e151_RES76079,420,-30.9439,151.9203,28,9.5,60.0,406,2.38,4.0,188,79
s32_e151_RES61106 & s32_e151_RES59186,C,384,3.13,12,18.6,15,6,8.1,s32_e151_RES61106,884,-31.4975,151.7561,95,18.6,43.1,620,1.68,11.1,s32_e151_RES59186,500,-31.485,151.8017,151,19.2,31.2,462,0.63,30.6,246,60
s32_e151_RES56342 & s32_e151_RES69007,C,631,6.33,10,11.5,15,6,4.7,s32_e151_RES56342,1222,-31.4644,151.2925,96,11.5,18.9,4514,1.83,6.3,s32_e151_RES69007,591,-31.5436,151.3169,79,11.9,33.9,488,0.62,19.4,175,85
s32_e151_RES66460 & s32_e151_RES83618,C,687,9.47,7,10.5,15,6,10.6,s32_e151_RES66460,920,-31.5292,151.6578,81,10.5,25.8,598,0.86,12.1,s32_e151_RES83618,233,-31.6286,151.7233,101,10.6,16.3,207,0.13,83.1,182,82
s32_e151_RES51465 & s32_e151_RES47400,C,554,6.77,8,13.4,15,6,10.3,s32_e151_RES51465,1260,-31.4306,151.4386,187,13.4,13.7,436,0.14,97.7,s32_e151_RES47400,706,-31.4022,151.3481,72,13.4,30.4,568,1.17,11.5,259,57
s32_e151_RES535 & s31_e151_RES73356,C,780,8.62,9,8.9,15,6,4.1,s32_e151_RES535,1090,-31.0056,151.8964,96,8.9,18.1,3647,1.17,7.6,s31_e151_RES73356,310,-30.9167,151.9425,55,9.4,38.4,349,1.04,9.0,151,99
s32_e151_RES113347 & s32_e151_RES111162,C,481,3.8,13,15.0,15,6,4.8,s32_e151_RES113347,1161,-31.8078,151.4506,85,15.1,34.0,803,1.37,11.0,s32_e151_RES111162,680,-31.7956,151.3919,73,15.0,54.1,409,1.79,8.4,158,94
s32_e151_RES95772 & s32_e151_RES103396,C,610,3.59,17,11.8,15,6,2.5,s32_e151_RES95772,1200,-31.7056,151.2628,67,12.0,69.5,1864,4.03,3.0,s32_e151_RES103396,590,-31.7517,151.2675,88,11.8,27.0,735,0.82,14.3,155,96
