Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s32_e151_RES48855 & s32_e151_RES50513,D,219,2.04,11,11.0,5,6,6.2,s32_e151_RES48855,1241,-31.4131,151.4678,147,11.1,14.5,260,0.11,103.7,s32_e151_RES50513,1022,-31.4242,151.4958,46,11.0,53.5,391,1.67,6.6,193,25
s32_e151_RES51313 & s32_e151_RES54842,D,480,7.75,6,4.9,5,6,3.2,s32_e151_RES51313,1050,-31.4294,151.6697,70,5.0,11.2,1729,0.33,15.2,s32_e151_RES54842,570,-31.4533,151.7694,24,4.9,43.4,391,1.23,4.0,94,53
s32_e151_RES116849 & s32_e150_RES71643,D,320,5.5,6,7.4,5,6,5.7,s32_e151_RES116849,670,-31.8264,151.0097,66,7.5,21.7,2312,1.24,6.1,s32_e150_RES71643,350,-31.8797,150.9647,103,7.4,11.4,167,0.07,101.5,169,29
s32_e151_RES13872 & s32_e151_RES10149,D,460,8.15,6,5.1,5,6,3.3,s32_e151_RES13872,1110,-31.1258,151.4064,49,5.1,24.5,1304,0.75,6.8,s32_e151_RES10149,650,-31.0911,151.3103,38,5.3,31.6,410,0.81,6.5,87,57
s32_e151_RES33344 & s32_e151_RES49713,D,651,12.79,5,3.6,5,6,3.2,s32_e151_RES33344,1102,-31.2972,151.9989,76,3.7,12.1,3227,0.45,8.2,s32_e151_RES49713,451,-31.4186,151.9997,20,3.6,35.1,294,0.68,5.3,96,52
s32_e151_RES17868 & s32_e151_RES16350,D,460,6.85,7,5.2,5,6,2.7,s32_e151_RES17868,1161,-31.1608,151.4083,39,5.2,29.4,1313,1.1,4.8,s32_e151_RES16350,701,-31.1472,151.3203,36,5.3,30.9,454,0.85,6.2,75,66
s32_e151_RES119169 & s32_e151_RES107606,D,701,10.36,7,3.3,5,6,1.7,s32_e151_RES119169,1301,-31.8392,151.4686,20,3.4,26.6,1682,1.26,2.7,s32_e151_RES107606,600,-31.7761,151.3697,38,3.3,18.4,1116,0.74,4.5,58,86
s20_e143_RES32990 & s20_e143_RES35077,D,244,4.91,5,9.4,5,6,32.7,s20_e143_RES32990,684,-19.8094,143.5153,364,9.4,7.6,986,0.11,88.7,s20_e143_RES35077,440,-19.8475,143.4594,132,10.1,11.8,474,0.19,51.7,496,10
s20_e143_RES28525 & s20_e143_RES28502,D,159,1.21,13,15.1,5,6,16.9,s20_e143_RES28525,592,-19.7136,143.5161,134,15.1,33.5,209,0.41,36.6,s20_e143_RES28502,433,-19.7133,143.4619,127,15.3,16.8,392,0.49,31.4,261,19
s20_e143_RES36678 & s20_e143_RES36283,D,192,1.91,10,12.2,5,6,11.7,s20_e143_RES36678,692,-19.89,143.66,551,12.2,11.5,2202,0.21,58.1,s20_e143_RES36283,500,-19.8786,143.6133,133,12.8,21.9,1463,0.87,14.7,684,7
s20_e143_RES32395 & s20_e143_RES32156,D,199,1.96,10,12.1,5,6,13.9,s20_e143_RES32395,690,-19.7986,143.5072,394,12.9,5.6,4025,0.32,40.8,s20_e143_RES32156,491,-19.7942,143.4767,72,12.1,34.6,236,0.57,21.1,466,10
s23_e149_RES9959 & s23_e149_RES10415,D,310,2.27,14,7.4,5,6,5.2,s23_e149_RES9959,380,-22.2133,149.3758,63,7.4,25.4,1255,0.53,14.0,s23_e149_RES10415,70,-22.2239,149.4094,77,7.4,21.7,892,0.9,8.3,140,35
s23_e149_RES19018 & s23_e149_RES17268,D,440,6.99,6,5.2,5,6,6.4,s23_e149_RES19018,470,-22.4758,149.3697,69,5.5,19.8,1088,0.61,9.0,s23_e149_RES17268,30,-22.4311,149.4461,144,5.2,7.9,1609,0.23,22.5,213,23
s23_e149_RES4548 & s23_e149_RES6695,D,261,2.02,13,9.1,5,6,6.7,s23_e149_RES4548,351,-22.0961,149.3772,100,9.1,17.1,381,0.27,33.9,s23_e149_RES6695,90,-22.1347,149.3964,62,9.1,31.3,735,1.08,8.4,162,30
s23_e149_RES3969 & s23_e149_RES4886,D,321,3.31,10,7.3,5,6,5.4,s23_e149_RES3969,391,-22.0847,149.4072,69,7.3,22.8,958,0.82,8.9,s23_e149_RES4886,70,-22.1017,149.4628,100,7.5,20.4,1000,0.54,13.8,169,29
s23_e149_RES16531 & s23_e149_RES15791,D,309,1.77,17,7.8,5,6,4.0,s23_e149_RES16531,430,-22.41,149.3167,108,7.9,16.6,882,0.34,23.5,s23_e149_RES15791,121,-22.3889,149.3422,39,7.8,51.9,383,1.63,4.8,147,34
s23_e149_RES14160 & s23_e149_RES14508,D,342,3.96,9,6.6,5,6,5.8,s23_e149_RES14160,392,-22.3306,149.2919,134,6.6,12.9,651,0.18,36.3,s23_e149_RES14508,50,-22.3436,149.3644,104,6.7,15.8,2788,0.98,6.9,238,21
s23_e149_RES19558 & s23_e149_RES19975,D,421,3.88,11,5.6,5,6,3.0,s23_e149_RES19558,511,-22.4911,149.3844,33,5.6,34.3,869,1.26,4.4,s23_e149_RES19975,90,-22.5036,149.4364,60,5.7,20.7,679,0.6,9.4,93,53
s23_e149_RES2184 & s23_e149_RES724,D,451,5.04,9,5.1,5,6,2.9,s23_e149_RES2184,481,-22.0444,149.4147,30,5.2,36.9,1630,1.25,4.1,s23_e149_RES724,30,-22.0131,149.4692,54,5.1,16.6,925,0.5,10.1,84,59
s23_e149_RES13496 & s23_e149_RES13892,D,350,3.78,9,6.5,5,6,4.8,s23_e149_RES13496,401,-22.3042,149.3133,99,6.6,14.1,1961,0.45,14.6,s23_e149_RES13892,51,-22.3186,149.3708,110,6.5,12.9,3688,0.9,7.2,209,23
s23_e149_RES11526 & s23_e149_RES13753,D,291,3.12,9,8.3,5,6,4.9,s23_e149_RES11526,341,-22.2497,149.3511,121,8.3,19.7,354,0.19,42.8,s23_e149_RES13753,50,-22.3136,149.3747,122,8.3,17.5,2457,1.51,5.5,243,20
s23_e149_RES19241 & s23_e149_RES18439,D,430,3.41,13,5.5,5,6,2.3,s23_e149_RES19241,500,-22.4817,149.3833,29,5.5,37.6,974,1.43,3.9,s23_e149_RES18439,70,-22.4619,149.4261,64,5.6,18.7,1124,1.01,5.6,93,53
s23_e149_RES17361 & s23_e149_RES16273,D,441,3.34,13,5.3,5,6,2.2,s23_e149_RES17361,511,-22.4342,149.3536,38,5.3,38.0,2635,1.65,3.2,s23_e149_RES16273,70,-22.4022,149.3917,65,5.4,16.5,1880,0.8,6.8,103,48
s23_e149_RES3085 & s23_e149_RES1932,D,380,5.35,7,6.3,5,6,4.3,s23_e149_RES3085,420,-22.0653,149.3961,71,6.3,21.0,705,0.51,12.2,s23_e149_RES1932,40,-22.0372,149.4717,83,6.4,18.4,1998,0.96,6.7,154,32
s23_e149_RES18437 & s23_e149_RES16822,D,470,8.11,6,5.0,5,6,4.0,s23_e149_RES18437,490,-22.4619,149.3678,46,5.0,19.5,2219,0.92,5.4,s23_e149_RES16822,20,-22.4178,149.4542,157,5.3,8.1,3222,0.36,14.7,203,24
s23_e149_RES13747 & s23_e149_RES14039,D,340,6.31,5,7.1,5,6,6.3,s23_e149_RES13747,380,-22.3133,149.2797,146,7.1,10.0,625,0.14,49.4,s23_e149_RES14039,40,-22.325,149.3792,133,7.4,10.2,4117,1.03,7.2,279,17
s23_e149_RES15076 & s23_e149_RES14665,D,343,4.62,7,7.0,5,6,4.4,s23_e149_RES15076,383,-22.3614,149.3278,60,7.0,36.1,1120,1.05,6.6,s23_e149_RES14665,40,-22.3486,149.3881,190,7.2,6.6,4041,0.54,13.4,250,20
s23_e149_RES24133 & s23_e149_RES24509,D,381,7.05,5,6.3,5,6,4.7,s23_e149_RES24133,441,-22.6042,149.4056,77,6.4,30.1,1479,0.82,7.8,s23_e149_RES24509,60,-22.6144,149.4886,96,6.3,11.0,1306,0.54,11.7,173,28
s23_e149_RES8144 & s23_e149_RES9153,D,260,3.65,7,9.4,5,6,10.4,s23_e149_RES8144,300,-22.1656,149.3672,101,9.4,18.7,557,0.26,35.8,s23_e149_RES9153,40,-22.1928,149.4353,300,9.5,6.0,4632,0.65,14.6,401,12
s23_e149_RES23504 & s23_e149_RES23911,D,359,4.93,7,6.5,5,6,3.9,s23_e149_RES23504,460,-22.5897,149.3908,88,6.6,16.1,2016,0.42,15.8,s23_e149_RES23911,101,-22.5994,149.4464,54,6.5,27.2,912,1.23,5.3,142,35
s23_e149_RES16411 & s23_e149_RES15145,D,382,5.06,8,5.9,5,6,4.3,s23_e149_RES16411,422,-22.4061,149.3506,42,6.1,36.5,732,1.24,4.9,s23_e149_RES15145,40,-22.3639,149.3992,165,5.9,4.5,2251,0.18,32.6,207,24
s23_e149_RES3713 & s23_e149_RES5538,D,372,4.9,8,6.4,5,6,3.6,s23_e149_RES3713,422,-22.0792,149.4175,55,6.4,21.8,1777,1.13,5.7,s23_e149_RES5538,50,-22.1144,149.4706,104,6.5,14.5,2030,0.66,9.9,159,31
s23_e149_RES20229 & s23_e149_RES20759,D,311,3.66,8,7.7,5,6,3.9,s23_e149_RES20229,381,-22.5114,149.3947,92,7.7,23.3,798,0.48,16.0,s23_e149_RES20759,70,-22.5256,149.4444,75,7.8,23.2,1306,1.52,5.1,167,29
s23_e149_RES9392 & s23_e149_RES9488,D,312,4.17,7,7.4,5,6,4.2,s23_e149_RES9392,342,-22.1986,149.3869,60,7.4,24.4,2257,1.37,5.4,s23_e149_RES9488,30,-22.2008,149.4656,231,8.3,8.4,3971,0.44,18.9,291,17
s42_e148_RES20175 & s42_e148_RES19351,D,602,8.8,7,3.8,5,6,3.6,s42_e148_RES20175,612,-41.7183,148.1622,31,3.9,28.6,524,0.77,5.1,s42_e148_RES19351,10,-41.6889,148.2836,53,3.8,15.7,832,0.32,12.0,84,59
s42_e148_RES9027 & s42_e148_RES8839,D,369,2.25,16,6.5,5,6,3.5,s42_e148_RES9027,550,-41.4008,148.0142,30,6.5,32.1,949,1.62,4.0,s42_e148_RES8839,181,-41.3969,148.0581,58,6.7,20.3,208,0.24,28.3,88,56
s42_e148_RES6851 & s42_e148_RES5681,D,401,2.88,14,5.9,5,6,3.3,s42_e148_RES6851,640,-41.3467,148.0133,36,5.9,28.6,1135,1.62,3.6,s42_e148_RES5681,239,-41.3069,148.0364,71,6.1,11.7,270,0.15,40.8,107,46
s42_e148_RES17867 & s42_e148_RES15197,D,560,4.45,13,4.3,5,6,2.0,s42_e148_RES17867,800,-41.6514,148.0661,35,4.3,28.5,1787,1.29,3.3,s42_e148_RES15197,240,-41.5972,148.0569,66,4.4,13.4,2597,0.87,5.1,101,49
s42_e148_RES7214 & s42_e148_RES8480,D,449,4.36,10,5.3,5,6,2.8,s42_e148_RES7214,570,-41.3569,148.0281,24,5.3,36.2,1567,1.46,3.6,s42_e148_RES8480,121,-41.3883,148.0864,64,5.4,23.1,463,0.45,11.9,88,56
s42_e148_RES24957 & s42_e148_RES25525,D,429,4.19,10,5.5,5,6,3.4,s42_e148_RES24957,440,-41.9,148.1964,33,5.5,32.2,2293,1.56,3.5,s42_e148_RES25525,11,-41.9217,148.2522,199,5.6,5.1,746,0.05,104.9,232,21
s42_e148_RES19205 & s42_e147_RES70004,D,539,6.74,8,4.3,5,6,2.5,s42_e148_RES19205,790,-41.6847,148.0658,37,4.6,19.7,1102,0.86,5.3,s42_e147_RES70004,251,-41.6383,147.9881,41,4.3,18.7,1749,0.95,4.6,78,64
s42_e148_RES20357 & s42_e148_RES21443,D,435,2.93,15,5.2,5,6,2.7,s42_e148_RES20357,705,-41.7256,148.0506,46,5.4,23.3,769,1.0,5.4,s42_e148_RES21443,270,-41.7581,148.0603,55,5.2,13.9,3040,0.99,5.2,101,49
s42_e148_RES19401 & s42_e147_RES68291,D,516,8.26,6,4.4,5,6,4.3,s42_e148_RES19401,760,-41.6906,148.0708,53,4.5,28.0,854,0.35,13.0,s42_e147_RES68291,244,-41.6225,147.9894,68,4.4,16.3,3398,0.68,6.5,121,41
s42_e148_RES18188 & s42_e148_RES19268,D,600,10.79,6,4.0,5,6,3.3,s42_e148_RES18188,620,-41.6564,148.1283,37,4.0,29.5,254,0.45,9.0,s42_e148_RES19268,20,-41.6864,148.2789,36,4.2,19.0,1810,0.81,5.2,73,68
s42_e148_RES12844 & s42_e148_RES10884,D,583,7.15,8,4.0,5,6,2.2,s42_e148_RES12844,613,-41.5336,148.1581,24,4.1,25.7,1974,1.64,2.5,s42_e148_RES10884,30,-41.4631,148.2064,49,4.0,22.3,401,0.27,14.9,73,68
s42_e148_RES19847 & s42_e148_RES21469,D,520,5.03,10,4.6,5,6,1.8,s42_e148_RES19847,790,-41.7036,148.0525,39,4.6,20.3,2235,1.14,4.0,s42_e148_RES21469,270,-41.7586,148.0544,34,4.7,20.0,2548,1.5,3.1,73,68
s42_e148_RES19666 & s42_e148_RES19724,D,520,8.58,6,4.5,5,6,2.7,s42_e148_RES19666,530,-41.6989,148.1525,59,4.7,17.5,631,0.37,12.8,s42_e148_RES19724,10,-41.7008,148.2839,46,4.5,20.6,2224,1.29,3.5,105,47
s27_e152_RES46789 & s27_e152_RES43726,D,249,1.42,18,9.6,5,6,6.8,s27_e152_RES46789,451,-26.7672,152.7997,96,9.6,31.2,1874,1.02,9.4,s27_e152_RES43726,202,-26.7342,152.7847,69,10.0,26.1,240,0.41,24.3,165,30
s27_e152_RES53879 & s27_e152_RES57613,D,360,3.29,11,6.5,5,6,4.4,s27_e152_RES53879,491,-26.8325,152.5333,55,6.5,33.2,1093,1.22,5.3,s27_e152_RES57613,131,-26.8769,152.5411,144,6.7,10.2,856,0.27,25.2,199,25
s27_e152_RES60442 & s27_e152_RES62944,D,240,3.21,7,10.0,5,6,18.1,s27_e152_RES60442,410,-26.9256,152.1278,96,10.0,14.4,598,0.27,37.0,s27_e152_RES62944,170,-26.9694,152.1578,102,10.1,22.0,244,0.29,35.4,198,25
s27_e152_RES21080 & s27_e152_RES23114,D,302,1.54,20,7.8,5,6,4.3,s27_e152_RES21080,422,-26.4667,152.5808,47,7.8,43.7,881,1.62,4.8,s27_e152_RES23114,120,-26.4931,152.5783,111,8.1,12.0,465,0.2,40.1,158,31
s27_e152_RES52192 & s27_e152_RES51151,D,340,2.35,14,6.9,5,6,4.1,s27_e152_RES52192,490,-26.8156,152.5431,40,7.0,33.7,1879,1.45,4.8,s27_e152_RES51151,150,-26.805,152.5717,131,6.9,10.1,1076,0.26,26.3,171,29
s27_e152_RES51885 & s27_e152_RES48121,D,320,3.8,8,7.4,5,6,5.5,s27_e152_RES51885,491,-26.8122,152.6642,43,7.6,26.5,1316,0.87,8.8,s27_e152_RES48121,171,-26.7803,152.7072,74,7.4,21.1,742,0.52,14.2,117,42
s27_e152_RES40257 & s27_e152_RES35453,D,282,3.92,7,8.5,5,6,9.1,s27_e152_RES40257,392,-26.6942,152.8272,67,8.9,27.1,959,0.73,12.2,s27_e152_RES35453,110,-26.6422,152.7939,213,8.5,9.3,1025,0.24,35.9,280,17
s27_e152_RES54238 & s27_e152_RES48762,D,390,5.2,8,6.0,5,6,4.9,s27_e152_RES54238,560,-26.8358,152.7047,42,6.4,19.9,1543,0.76,8.4,s27_e152_RES48762,170,-26.7853,152.7236,94,6.0,15.5,1144,0.52,11.5,136,36
s27_e152_RES44434 & s27_e152_RES45880,D,279,4.71,6,8.7,5,6,10.3,s27_e152_RES44434,320,-26.7422,152.8797,58,9.0,30.8,372,0.7,12.8,s27_e152_RES45880,41,-26.7567,152.9564,131,8.7,8.3,1221,0.17,52.7,189,26
s27_e152_RES8427 & s27_e152_RES6968,D,361,3.07,12,6.5,5,6,3.6,s27_e152_RES8427,521,-26.2303,152.3178,36,6.6,31.9,983,1.53,4.3,s27_e152_RES6968,160,-26.2028,152.3556,81,6.5,17.5,576,0.31,21.3,117,42
s27_e152_RES35219 & s27_e152_RES37444,D,220,1.63,14,11.0,5,6,9.1,s27_e152_RES35219,260,-26.6392,152.8889,106,11.1,22.1,1252,0.63,17.7,s27_e152_RES37444,40,-26.6653,152.9225,110,11.0,18.9,818,0.59,18.6,216,23
s27_e152_RES17599 & s27_e152_RES19362,D,361,3.96,9,6.8,5,6,4.1,s27_e152_RES17599,511,-26.4122,152.4703,46,6.8,26.3,979,1.29,5.3,s27_e152_RES19362,150,-26.4414,152.5047,89,6.8,15.9,678,0.38,18.0,135,37
s27_e152_RES44040 & s27_e152_RES43029,D,350,5.98,6,6.6,5,6,6.6,s27_e152_RES44040,380,-26.7378,152.8719,56,6.6,27.1,963,0.78,8.5,s27_e152_RES43029,30,-26.7258,152.9514,105,6.8,11.2,873,0.23,29.7,161,31
s27_e152_RES53310 & s27_e152_RES56162,D,360,3.59,10,6.8,5,6,4.0,s27_e152_RES53310,490,-26.8269,152.5403,48,6.8,40.0,1200,1.46,4.7,s27_e152_RES56162,130,-26.8553,152.5886,212,7.2,8.2,1629,0.27,26.4,260,19
s27_e152_RES46662 & s27_e152_RES42253,D,442,4.15,11,5.3,5,6,2.7,s27_e152_RES46662,572,-26.7658,152.6672,30,5.4,26.5,2204,1.62,3.3,s27_e152_RES42253,130,-26.7164,152.6878,97,5.3,12.1,1198,0.34,15.3,127,39
s27_e152_RES46162 & s27_e152_RES45130,D,320,2.13,15,7.5,5,6,3.6,s27_e152_RES46162,490,-26.7597,152.7819,46,7.8,29.1,2392,1.49,5.3,s27_e152_RES45130,170,-26.7492,152.7386,66,7.5,21.0,901,0.66,11.3,112,44
s27_e152_RES37917 & s27_e152_RES34878,D,210,2.89,7,11.7,5,6,12.2,s27_e152_RES37917,330,-26.6706,152.76,61,12.0,29.7,258,0.47,25.5,s27_e152_RES34878,120,-26.6353,152.7678,110,11.7,20.8,599,0.5,23.6,171,29
s27_e152_RES7555 & s27_e152_RES7825,D,300,3.71,8,7.6,5,6,5.9,s27_e152_RES7555,490,-26.2142,152.2786,75,7.9,24.4,1825,0.78,10.0,s27_e152_RES7825,190,-26.22,152.2308,98,7.6,16.5,1110,0.54,14.2,173,28
s27_e152_RES43719 & s27_e152_RES48476,D,261,4.15,6,9.2,5,6,8.3,s27_e152_RES43719,412,-26.7342,152.3414,84,9.2,34.3,942,0.96,9.5,s27_e152_RES48476,151,-26.7833,152.315,138,9.3,14.5,234,0.15,60.8,222,22
s27_e152_RES22892 & s27_e152_RES23681,D,302,5.06,6,8.0,5,6,7.2,s27_e152_RES22892,472,-26.4903,152.4228,68,8.0,21.9,564,0.54,14.9,s27_e152_RES23681,170,-26.5,152.4872,78,8.2,21.8,918,0.59,13.9,146,34
s27_e152_RES16916 & s27_e152_RES15438,D,370,2.57,14,6.3,5,6,2.8,s27_e152_RES16916,540,-26.4003,152.4864,36,6.5,40.8,1546,2.14,3.0,s27_e152_RES15438,170,-26.37,152.5028,82,6.3,15.6,342,0.2,32.1,118,42
s27_e152_RES42157 & s27_e152_RES42767,D,239,1.63,15,10.3,5,6,5.5,s27_e152_RES42157,450,-26.7153,152.8214,75,10.3,19.7,3519,1.71,6.0,s27_e152_RES42767,211,-26.7222,152.7886,71,10.5,20.0,151,0.15,68.6,146,34
s27_e152_RES40542 & s27_e152_RES40647,D,354,3.51,10,6.5,5,6,3.8,s27_e152_RES40542,474,-26.6975,152.7464,38,7.0,32.4,1924,1.71,4.1,s27_e152_RES40647,120,-26.6986,152.6919,201,6.5,6.8,557,0.11,60.0,239,20
s27_e152_RES43110 & s27_e152_RES46806,D,232,2.55,9,10.0,5,6,6.7,s27_e152_RES43110,402,-26.7272,152.3664,60,10.3,46.3,695,1.39,7.4,s27_e152_RES46806,170,-26.7675,152.3614,138,10.0,13.5,299,0.14,69.0,198,25
s27_e152_RES45427 & s27_e152_RES45365,D,330,2.84,12,7.2,5,6,3.3,s27_e152_RES45427,400,-26.7519,152.8769,47,7.2,24.6,1482,1.06,6.8,s27_e152_RES45365,70,-26.7514,152.9147,35,7.3,43.7,447,1.14,6.4,82,60
s27_e152_RES25931 & s27_e152_RES24322,D,239,3.65,7,10.1,5,6,9.2,s27_e152_RES25931,411,-26.5286,152.4428,129,10.1,15.7,461,0.22,46.3,s27_e152_RES24322,172,-26.5097,152.4872,44,10.3,39.9,434,0.9,11.5,173,28
s27_e152_RES52053 & s27_e152_RES53748,D,353,3.14,11,6.9,5,6,3.2,s27_e152_RES52053,514,-26.8144,152.5319,39,6.9,29.7,2718,1.94,3.5,s27_e152_RES53748,161,-26.8314,152.4897,92,6.9,10.6,860,0.24,29.2,131,38
s27_e152_RES27627 & s27_e152_RES27931,D,271,3.5,8,8.9,5,6,7.1,s27_e152_RES27627,291,-26.5483,152.8908,172,9.2,12.3,1153,0.24,37.7,s27_e152_RES27931,20,-26.5519,152.9369,86,8.9,14.7,2112,1.03,8.7,258,19
s27_e152_RES47905 & s27_e152_RES45166,D,210,2.35,9,10.9,5,6,8.5,s27_e152_RES47905,360,-26.7783,152.1911,91,10.9,36.2,446,0.93,11.8,s27_e152_RES45166,150,-26.7497,152.2047,213,10.9,10.6,1763,0.36,30.3,304,16
s27_e152_RES17692 & s27_e152_RES18524,D,361,6.19,6,6.6,5,6,4.8,s27_e152_RES17692,491,-26.4136,152.4656,38,6.6,37.8,693,1.2,5.5,s27_e152_RES18524,130,-26.4272,152.5492,133,6.8,10.1,561,0.17,39.1,171,29
s27_e152_RES65495 & s27_e152_RES65514,D,380,2.07,18,6.4,5,6,2.4,s27_e152_RES65495,510,-26.9986,152.6644,30,6.4,30.8,2750,2.57,2.5,s27_e152_RES65514,130,-26.9989,152.69,109,6.4,11.3,203,0.1,66.9,139,35
s27_e152_RES7403 & s27_e152_RES6271,D,310,4.69,7,7.7,5,6,5.3,s27_e152_RES7403,480,-26.2111,152.2681,48,7.7,31.7,1393,1.13,6.8,s27_e152_RES6271,170,-26.1883,152.2058,141,7.9,10.6,968,0.33,23.7,189,26
s27_e152_RES41550 & s27_e152_RES42867,D,262,1.81,14,8.7,5,6,4.4,s27_e152_RES41550,473,-26.7081,152.3569,64,9.0,31.7,1513,1.69,5.3,s27_e152_RES42867,211,-26.7236,152.3925,98,8.7,16.8,498,0.35,24.8,162,30
s27_e152_RES32479 & s27_e152_RES29558,D,275,3.55,8,8.7,5,6,5.5,s27_e152_RES32479,482,-26.6058,152.4897,112,8.7,6.1,341,0.03,257.8,s27_e152_RES29558,207,-26.5708,152.5122,39,8.8,44.2,554,1.56,5.6,151,33
s27_e152_RES21289 & s27_e152_RES19409,D,359,4.49,8,6.5,5,6,3.3,s27_e152_RES21289,530,-26.4692,152.4297,48,6.5,33.1,736,1.2,5.4,s27_e152_RES19409,171,-26.4422,152.4839,81,6.8,18.6,1032,0.8,8.5,129,38
s27_e152_RES65506 & s28_e152_RES2386,D,300,3.16,10,7.8,5,6,4.0,s27_e152_RES65506,400,-26.9989,152.4831,59,8.0,36.5,1178,1.48,5.4,s28_e152_RES2386,100,-27.0311,152.4553,94,7.8,16.7,831,0.51,15.3,153,32
s27_e152_RES47682 & s27_e152_RES56372,D,340,6.46,5,6.8,5,6,6.3,s27_e152_RES47682,470,-26.7756,152.7992,58,6.8,27.0,1354,0.66,10.2,s27_e152_RES56372,130,-26.8578,152.8325,108,6.9,11.5,1893,0.42,16.4,166,30
s27_e152_RES24402 & s27_e152_RES23604,D,371,3.73,10,6.3,5,6,2.8,s27_e152_RES24402,521,-26.5108,152.4486,40,6.3,36.4,2554,1.78,3.5,s27_e152_RES23604,150,-26.4992,152.5128,89,6.4,18.0,816,0.51,12.6,129,38
s27_e152_RES55260 & s27_e152_RES59252,D,425,4.82,9,5.8,5,6,2.4,s27_e152_RES55260,555,-26.8453,152.7431,28,5.9,22.0,1646,1.61,3.6,s27_e152_RES59252,130,-26.9042,152.7169,91,5.8,15.6,1876,0.82,7.1,119,42
s34_e149_RES1706 & s34_e149_RES1188,D,540,4.18,13,4.4,5,6,2.1,s34_e149_RES1706,1092,-33.0122,149.9133,46,4.5,20.0,3809,1.31,3.4,s34_e149_RES1188,552,-33.0083,149.9772,27,4.4,37.0,289,0.85,5.2,73,68
s34_e149_RES10174 & s34_e149_RES16201,D,360,3.76,10,6.5,5,6,4.9,s34_e149_RES10174,990,-33.0667,149.8406,43,6.5,45.1,320,1.05,6.2,s34_e149_RES16201,630,-33.105,149.8,93,6.8,15.7,382,0.29,23.5,136,36
s34_e149_RES4689 & s34_e149_RES9241,D,437,5.71,8,5.4,5,6,4.2,s34_e149_RES4689,840,-33.0331,149.3844,34,5.4,43.0,744,1.26,4.3,s34_e149_RES9241,403,-33.0608,149.2978,64,5.8,2.4,118,0.01,466.1,98,51
s34_e149_RES88026 & s34_e149_RES92162,D,441,5.76,8,5.4,5,6,3.9,s34_e149_RES88026,831,-33.8383,149.0667,38,5.4,29.8,1428,1.32,4.1,s34_e149_RES92162,390,-33.88,149.1194,57,5.5,9.2,313,0.08,69.5,95,52
s34_e149_RES102087 & s34_e149_RES99137,D,320,2.82,11,7.5,5,6,4.6,s34_e149_RES102087,702,-33.9675,149.1081,59,7.5,32.7,1114,1.6,4.7,s34_e149_RES99137,382,-33.9447,149.14,160,7.8,8.1,108,0.02,416.9,219,22
s34_e149_RES3955 & s34_e149_RES3627,D,300,2.48,12,8.0,5,6,3.5,s34_e149_RES3955,691,-33.0281,149.3083,39,8.0,40.6,1223,2.23,3.6,s34_e149_RES3627,391,-33.0258,149.2806,78,8.0,9.2,134,0.04,178.4,117,42
s34_e149_RES14876 & s34_e149_RES19113,D,358,5.43,7,6.7,5,6,6.2,s34_e149_RES14876,810,-33.0958,149.4767,63,6.7,27.3,1372,1.04,6.4,s34_e149_RES19113,452,-33.1264,149.43,96,6.7,6.0,165,0.03,191.6,159,31
s34_e149_RES4839 & s34_e150_RES1112,D,547,9.26,6,4.3,5,6,3.8,s34_e149_RES4839,940,-33.0339,149.9742,20,4.3,45.5,604,1.14,3.8,s34_e150_RES1112,393,-33.0431,150.0967,59,4.8,5.2,83,0.01,398.3,79,63
s34_e149_RES15774 & s34_e149_RES22731,D,397,5.24,8,5.9,5,6,3.8,s34_e149_RES15774,870,-33.1019,149.5156,44,5.9,31.6,1295,1.52,3.9,s34_e149_RES22731,473,-33.1542,149.4975,82,6.1,11.5,144,0.05,120.6,126,39
s34_e149_RES1692 & s34_e149_RES11194,D,371,5.01,7,6.2,5,6,4.3,s34_e149_RES1692,901,-33.0122,149.5828,59,6.2,28.0,1440,1.36,4.6,s34_e149_RES11194,530,-33.0725,149.5956,79,6.7,16.1,149,0.1,65.2,138,36
s34_e149_RES12186 & s34_e149_RES12930,D,342,6.34,5,6.9,5,6,9.2,s34_e149_RES12186,922,-33.0786,149.1461,63,7.1,17.8,1028,0.58,12.4,s34_e149_RES12930,580,-33.0833,149.2361,70,6.9,21.6,227,0.19,36.3,133,37
s34_e149_RES86299 & s34_e149_RES90450,D,360,5.32,7,6.7,5,6,5.0,s34_e149_RES86299,760,-33.8208,149.0758,51,6.7,30.4,837,0.95,7.1,s34_e149_RES90450,400,-33.8636,149.1275,57,6.8,23.9,349,0.4,17.2,108,46
s34_e149_RES50646 & s34_e149_RES44760,D,320,6.21,5,7.1,5,6,11.3,s34_e149_RES50646,980,-33.4303,149.3553,129,7.4,13.1,2028,0.35,21.1,s34_e149_RES44760,660,-33.3556,149.36,83,7.1,14.7,633,0.3,24.1,212,23
